num_of_prev_attempts,studied_credits,clicks_week1,clicks_week2,clicks_week3,click_trend,module_presentation_length,days_since_last_click,unique_resources,registered_late,unregistered_early,imd_band_enc,education_enc,age_enc,at_risk,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url,total_clicks,gender_F,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,disability_N,disability_Y
0,60,40,20,221,181,268,3,98,0,0,5,3,1,0,0.0035419126328217,0.0,0.0,0.0,0.3704250295159386,0.0,0.1514167650531286,0.0,0.0002951593860684,0.448642266824085,0.0,0.0,0.0,0.0,0.0,0.0,0.006198347107438,0.0,0.018004722550177,0.0014757969303423,3388,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,58,130,156,98,268,0,73,0,0,4,1,2,0,0.0091340884179758,0.0,0.0,0.0,0.1501644135915235,0.0,0.1983924004384362,0.0,0.0,0.5184508586043113,0.0,0.0,0.0,0.0,0.0,0.0,0.0029229082937522,0.0,0.0745341614906832,0.0464011691633175,2737,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,56,6,29,-27,268,172,25,0,1,7,2,1,1,0.0,0.0,0.0,0.0,0.0701754385964912,0.0,0.2222222222222222,0.0,0.0,0.5847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0116959064327485,0.0,0.1052631578947368,0.0058479532163742,171,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,106,74,129,23,268,20,63,0,0,6,2,2,0,0.0009496676163342,0.0,0.0,0.0,0.0864197530864197,0.0018993352326685,0.2412155745489078,0.0,0.0018993352326685,0.5792972459639126,0.0,0.0,0.0,0.0,0.0,0.0,0.0113960113960113,0.0,0.0531813865147198,0.023741690408357,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,60,152,291,228,76,268,25,81,0,0,4,3,2,0,0.0012892135797163,0.0,0.0,0.0,0.3532445208422862,0.0,0.1675977653631284,0.0,0.0004297378599054,0.3665663944993554,0.0,0.0,0.0,0.0,0.0,0.0,0.0210571551353674,0.0,0.055436183927804,0.0343790287924366,2327,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,150,0,0,16,16,268,55,23,0,0,1,2,2,1,0.0,0.0,0.0,0.0,0.1206896551724138,0.0,0.293103448275862,0.0,0.0,0.3706896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0,0.1896551724137931,0.0172413793103448,116,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,126,80,219,93,268,14,100,0,0,3,2,2,0,0.0040106951871657,0.0,0.0,0.0,0.2526737967914438,0.0,0.2012032085561497,0.0,0.0,0.4508689839572192,0.0,0.0,0.0,0.0,0.0,0.0,0.0140374331550802,0.0,0.0588235294117647,0.0183823529411764,2992,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,68,41,96,28,268,18,44,0,0,3,2,1,0,0.0,0.0,0.0,0.0,0.113235294117647,0.0,0.3647058823529411,0.0,0.0,0.3705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0102941176470588,0.0,0.1,0.0411764705882352,680,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,39,26,140,101,268,9,60,0,0,0,3,1,0,0.0053547523427041,0.0,0.0,0.0,0.00334672021419,0.0,0.2838018741633199,0.0,0.0,0.5977242302543507,0.0,0.0,0.0,0.0,0.0,0.0,0.0060240963855421,0.0,0.0776439089692101,0.0261044176706827,1494,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,53,87,12,-41,268,213,26,0,1,7,1,2,1,0.0,0.0,0.0,0.0,0.0353982300884955,0.0,0.2064896755162241,0.0,0.0,0.5398230088495575,0.0,0.0,0.0,0.0,0.0,0.0,0.0029498525073746,0.0,0.168141592920354,0.0471976401179941,339,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,60,195,229,131,-64,268,4,91,0,0,7,1,2,0,0.003874603733709,0.0,0.0,0.0,0.0116238112011271,0.0,0.1711870376893272,0.0,0.0,0.7287777386403663,0.0,0.0,0.0,0.0,0.0,0.0,0.0116238112011271,0.0,0.0665727368791828,0.0063402606551602,2839,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,60,37,5,49,12,268,18,47,0,0,2,2,1,0,0.0053763440860215,0.0,0.0,0.0,0.3427419354838709,0.0,0.2163978494623656,0.0,0.0013440860215053,0.3064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0080645161290322,0.0,0.0900537634408602,0.0295698924731182,744,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,60,182,514,310,128,268,0,99,0,0,8,1,2,0,0.0041423001949317,0.0,0.0,0.0,0.1564327485380117,0.0,0.1693469785575048,0.0,0.0,0.5599415204678363,0.0,0.0,0.0,0.0,0.0,0.0,0.0048732943469785,0.0,0.0655458089668616,0.0397173489278752,4104,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,60,105,172,52,-53,268,1,75,0,0,3,2,1,0,0.0015432098765432,0.0,0.0,0.0,0.2129629629629629,0.0,0.2896090534979423,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0082304526748971,0.0,0.0426954732510288,0.000514403292181,1944,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,121,111,93,-28,268,22,69,0,0,6,3,1,0,0.0043478260869565,0.0,0.0,0.0,0.188695652173913,0.0,0.1495652173913043,0.0,0.0,0.5278260869565218,0.0,0.0,0.0,0.0,0.0,0.0,0.0191304347826086,0.0,0.088695652173913,0.0217391304347826,1150,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,364,168,52,-312,268,10,106,0,0,4,4,2,0,0.0020933640360058,0.0,0.0,0.0,0.0738957504710069,0.0,0.1701904961272765,0.0,0.0010466820180029,0.65354825204103,0.0,0.0,0.0,0.0,0.0,0.0,0.0102574837764287,0.0,0.0598702114297676,0.0290977601004814,4777,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,60,0,11,36,36,268,118,43,1,1,8,3,2,1,0.0,0.0,0.0,0.0,0.1268817204301075,0.0,0.2516129032258064,0.0,0.0021505376344086,0.4946236559139785,0.0,0.0,0.0,0.0,0.0,0.0,0.0344086021505376,0.0,0.0838709677419354,0.0064516129032258,465,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,60,55,5,87,32,268,15,50,0,0,2,1,1,0,0.0,0.0,0.0,0.0,0.1241473396998635,0.0,0.2496589358799454,0.0,0.0,0.5306957708049114,0.0,0.0,0.0,0.0,0.0,0.0,0.0204638472032742,0.0,0.0750341064120054,0.0,733,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,26,98,32,6,268,26,68,0,0,8,3,2,0,0.0,0.0,0.0,0.0,0.0300601202404809,0.0,0.2124248496993988,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0521042084168336,0.0,0.1523046092184369,0.0531062124248497,998,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,173,103,53,-120,268,19,89,0,0,9,3,2,0,0.0059752454118651,0.0,0.0,0.0,0.1105420401195049,0.0004268032437046,0.2087067861715749,0.0,0.0008536064874093,0.5723431498079385,0.0,0.0,0.0,0.0,0.0,0.0,0.0076824583866837,0.0,0.0682885189927443,0.0251813913785744,2343,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,205,250,245,40,268,7,92,0,0,6,1,2,0,0.0045032367013791,0.0,0.0,0.0,0.2257247396566282,0.0,0.2755417956656347,0.0,0.0011258091753447,0.3892485223754574,0.0,0.0,0.0,0.0,0.0,0.0,0.0090064734027582,0.0,0.062200956937799,0.0326484660849985,3553,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,60,3,247,65,62,268,11,39,0,0,3,4,2,0,0.0,0.0,0.0,0.0,0.0066050198150594,0.0,0.2298546895640686,0.0,0.0,0.4544253632760898,0.0,0.0,0.0,0.0,0.0,0.0,0.0488771466314399,0.0,0.2073976221928666,0.0528401585204755,757,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,60,43,36,50,7,268,4,86,0,0,6,3,2,0,0.0073637702503681,0.0,0.0,0.0,0.0949926362297496,0.0,0.1774668630338733,0.0,0.0014727540500736,0.6273932253313697,0.0,0.0,0.0,0.0,0.0,0.0,0.0198821796759941,0.0,0.0478645066273932,0.0235640648011782,1358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,60,72,95,166,94,268,26,73,0,0,0,3,1,0,0.0015906680805938,0.0,0.0,0.0,0.0381760339342523,0.0,0.2226935312831389,0.0,0.0,0.6092258748674443,0.0,0.0,0.0,0.0,0.0,0.0,0.0021208907741251,0.0,0.069459172852598,0.0567338282078472,1886,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,60,35,67,45,10,268,40,64,0,0,7,2,2,0,0.0,0.0,0.0,0.0,0.0162454873646209,0.0,0.2842960288808664,0.0,0.0,0.5469314079422383,0.0,0.0,0.0,0.0,0.0,0.0,0.0072202166064981,0.0,0.1010830324909747,0.0442238267148014,1108,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,120,0,10,41,41,268,0,35,0,0,3,3,1,0,0.0,0.0,0.0,0.0,0.0316901408450704,0.0,0.2183098591549295,0.0,0.0,0.5316901408450704,0.0,0.0,0.0,0.0,0.0,0.0,0.0492957746478873,0.0,0.1514084507042253,0.0176056338028169,284,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,246,88,133,-113,268,21,75,0,0,4,2,2,0,0.0014698677119059,0.0,0.0,0.0,0.1910828025477707,0.0,0.2381185693287604,0.0,0.0009799118079372,0.4198922097011269,0.0,0.0,0.0,0.0,0.0,0.0,0.0044096031357177,0.0,0.0975012248897599,0.046545810877021,2041,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,180,22,106,20,-2,268,28,64,0,0,4,2,1,0,0.0,0.0,0.0,0.0,0.1498864496593489,0.0,0.2452687358062074,0.0,0.0,0.5041635124905375,0.0,0.0,0.0,0.0,0.0,0.0,0.0136260408781226,0.0,0.0681302043906131,0.0189250567751703,1321,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,134,69,72,-62,268,133,51,0,1,5,2,1,1,0.0059347181008902,0.0,0.0,0.0,0.029673590504451,0.0,0.297725024727992,0.0,0.0009891196834817,0.599406528189911,0.0,0.0,0.0,0.0,0.0,0.0,0.0039564787339268,0.0,0.0425321463897131,0.019782393669634,1011,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,120,60,0,39,-21,268,26,47,0,0,8,1,2,0,0.0115384615384615,0.0,0.0,0.0,0.098076923076923,0.0,0.1826923076923076,0.0,0.0019230769230769,0.5923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0134615384615384,0.0,0.0961538461538461,0.0038461538461538,520,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,307,6,70,-237,268,0,85,0,0,9,2,2,0,0.0087847730600292,0.0,0.0,0.0,0.0065885797950219,0.0,0.1844802342606149,0.0,0.0014641288433382,0.760614934114202,0.0,0.0,0.0,0.0,0.0,0.0,0.0102489019033674,0.0,0.0263543191800878,0.0014641288433382,2732,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,180,1,12,31,30,268,244,8,0,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,0.0,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,35,64,59,24,268,171,28,0,1,9,1,2,1,0.0,0.0,0.0,0.0,0.073170731707317,0.0,0.2125435540069686,0.0,0.0,0.519163763066202,0.0,0.0,0.0,0.0,0.0,0.0,0.0104529616724738,0.0,0.1428571428571428,0.0418118466898954,287,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,60,40,186,324,284,268,18,86,0,0,4,2,2,0,0.0010853835021707,0.0,0.0,0.0,0.4840810419681621,0.0,0.1884949348769898,0.0,0.0,0.2742402315484805,0.0,0.0,0.0,0.0,0.0,0.0,0.0048842257597684,0.0,0.0356367583212735,0.0115774240231548,5528,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,240,152,71,229,77,268,12,74,0,0,3,2,1,0,0.0038398244651673,0.0,0.0,0.0,0.4904004388370817,0.0,0.1442676906198574,0.0,0.0,0.2857926494788809,0.0,0.0,0.0,0.0,0.0,0.0,0.0104223806911684,0.0,0.0488206253428414,0.0164563905650027,1823,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,345,1,5,1,0,268,159,21,0,1,9,2,1,1,0.0069930069930069,0.0,0.0,0.0,0.1748251748251748,0.0139860139860139,0.2307692307692307,0.0,0.0,0.3566433566433566,0.0,0.0,0.0,0.0,0.0,0.0,0.0279720279720279,0.0,0.1888111888111888,0.0,143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,10,127,80,70,268,26,84,0,0,5,2,2,0,0.0084865629420084,0.0,0.0,0.0,0.1786892975011786,0.0,0.2366808109382366,0.0,0.0,0.4403583215464403,0.0,0.0,0.0,0.0,0.0,0.0,0.0066006600660066,0.0,0.0801508722300801,0.049033474776049,2121,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,60,184,202,417,233,268,1,122,0,0,8,3,2,0,0.0003542958370239,0.0,0.0,0.0,0.370593445527015,0.0001771479185119,0.187245349867139,0.0,0.0003542958370239,0.3551815766164747,0.0,0.0,0.0,0.0,0.0,0.0,0.0093888396811337,0.0,0.0524357838795394,0.0242692648361381,5645,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,120,1,45,131,130,268,7,48,0,0,6,3,1,0,0.0,0.0,0.0,0.0,0.1084070796460177,0.0,0.2079646017699115,0.0,0.0,0.5973451327433629,0.0,0.0,0.0,0.0,0.0,0.0,0.0221238938053097,0.0,0.0641592920353982,0.0,452,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,10,26,43,33,268,13,53,0,0,2,2,1,1,0.0,0.0,0.0,0.0,0.1206030150753768,0.0,0.2378559463986599,0.0,0.0033500837520938,0.525963149078727,0.0,0.0,0.0,0.0,0.0,0.0,0.0217755443886097,0.0,0.0820770519262981,0.0083752093802345,597,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,120,82,73,131,49,268,49,40,0,0,6,1,1,1,0.0,0.0,0.0,0.0,0.1407528641571195,0.0,0.3060556464811784,0.0,0.0,0.4648117839607201,0.0,0.0,0.0,0.0,0.0,0.0,0.0163666121112929,0.0,0.0638297872340425,0.0081833060556464,611,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,90,0,0,0,0,268,209,17,0,1,8,1,1,1,0.0,0.0,0.0,0.0,0.3612903225806451,0.0,0.2258064516129032,0.0,0.0,0.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258,0.0,0.1161290322580645,0.0,155,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,60,82,237,91,9,268,111,70,0,1,3,2,2,1,0.0016094420600858,0.0,0.0,0.0,0.4710300429184549,0.0005364806866952,0.2156652360515021,0.0,0.0,0.2714592274678111,0.0,0.0,0.0,0.0,0.0,0.0,0.0042918454935622,0.0,0.0284334763948497,0.0069742489270386,1864,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,150,5,22,10,5,268,26,31,0,0,8,2,1,0,0.0,0.0,0.0,0.0,0.0111111111111111,0.0,0.1259259259259259,0.0,0.0,0.6777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.1444444444444444,0.0185185185185185,270,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,420,0,43,303,303,268,25,59,0,0,0,2,2,0,0.0,0.0,0.0,0.0,0.0699803793328973,0.0,0.2190974493132766,0.0,0.0,0.538914323086985,0.0,0.0,0.0,0.0,0.0,0.0,0.0209287115761935,0.0,0.105297580117724,0.0457815565729234,1529,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,215,188,136,-79,268,1,96,0,0,2,2,2,0,0.0099925056207844,0.0,0.0,0.0,0.208343742193355,0.0,0.2520609542842867,0.0,0.0004996252810392,0.5013739695228578,0.0,0.0,0.0,0.0,0.0,0.0,0.0074943792155883,0.0,0.0189857606794903,0.001249063202598,4003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,17,58,201,184,268,81,44,0,1,7,1,1,1,0.001101321585903,0.0,0.0,0.0,0.2312775330396475,0.0,0.197136563876652,0.0,0.0022026431718061,0.4118942731277533,0.0,0.0,0.0,0.0,0.0,0.0,0.0209251101321585,0.0,0.0936123348017621,0.0418502202643171,908,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,50,75,175,125,268,27,62,0,0,9,2,1,0,0.0056939501779359,0.0,0.0,0.0,0.0213523131672597,0.0,0.2042704626334519,0.0,0.0007117437722419,0.6263345195729537,0.0,0.0,0.0,0.0,0.0,0.0,0.0056939501779359,0.0,0.0818505338078291,0.0540925266903914,1405,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,110,143,73,-37,268,152,58,0,1,4,2,2,1,0.0,0.0,0.0,0.0,0.1358649789029536,0.00084388185654,0.2160337552742616,0.0,0.0016877637130801,0.5451476793248945,0.0,0.0,0.0,0.0,0.0,0.0,0.0033755274261603,0.0,0.0632911392405063,0.0337552742616033,1185,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,0,25,53,53,268,5,41,0,0,7,2,1,0,0.0,0.0,0.0,0.0,0.1137339055793991,0.0,0.2575107296137339,0.0,0.0,0.3304721030042918,0.0,0.0,0.0,0.0,0.0,0.0,0.0515021459227467,0.0,0.1802575107296137,0.0665236051502145,466,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,94,18,151,57,268,10,75,0,0,4,2,2,0,0.0006622516556291,0.0,0.0,0.0,0.1867549668874172,0.0,0.2821192052980132,0.0,0.0,0.386092715231788,0.0,0.0,0.0,0.0,0.0,0.0,0.0059602649006622,0.0,0.0827814569536423,0.0556291390728476,1510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,60,40,56,153,113,268,11,47,0,0,1,1,2,0,0.0080536912751677,0.0,0.0,0.0,0.3677852348993288,0.0,0.1798657718120805,0.0,0.0,0.3583892617449664,0.0,0.0,0.0,0.0,0.0,0.0,0.0120805369127516,0.0,0.0510067114093959,0.0228187919463087,745,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,60,67,37,138,71,268,5,84,0,0,4,3,2,0,0.0,0.0,0.0,0.0,0.1304796286745745,0.000515729757607,0.1634863331614234,0.0,0.0,0.5219185146982981,0.0,0.0,0.0,0.0,0.0,0.0,0.0118617844249613,0.0,0.1031459515214027,0.0685920577617328,1939,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,60,0,25,75,75,268,0,85,0,0,4,2,2,0,0.0033670033670033,0.0,0.0,0.0,0.1610549943883277,0.0005611672278338,0.2530864197530864,0.0,0.0,0.4719416386083053,0.0,0.0,0.0,0.0,0.0,0.0,0.0162738496071829,0.0,0.079685746352413,0.0140291806958473,1782,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,60,325,283,267,-58,268,0,93,0,0,9,3,3,0,0.0007913896802785,0.0,0.0,0.0,0.4729344729344729,0.0,0.2063944286166508,0.0,0.0004748338081671,0.2431149097815764,0.0,0.0,0.0,0.0,0.0,0.0,0.0030072807850585,0.0,0.0446343779677113,0.0286483064260842,6318,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,228,306,240,12,268,2,117,0,0,3,3,2,0,0.0013492241960872,0.0,0.0,0.0,0.4715538565324938,0.0,0.2026085001124353,0.0,0.0,0.2363391050146166,0.0,0.0,0.0,0.0,0.0,0.0,0.016190690353047,0.0,0.0438497863728356,0.0281088374184843,4447,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,60,41,110,170,129,268,15,60,0,0,7,3,2,0,0.0064484126984126,0.0,0.0,0.0,0.1279761904761904,0.0,0.1775793650793651,0.0,0.0,0.589781746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.0039682539682539,0.0,0.0803571428571428,0.0138888888888888,2016,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,180,1,0,91,90,268,26,17,0,0,8,2,1,1,0.0,0.0,0.0,0.0,0.0942028985507246,0.0,0.2608695652173913,0.0,0.0,0.4710144927536231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0072463768115942,138,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,120,144,139,117,-27,268,5,83,0,0,3,2,1,0,0.0044731610337972,0.0,0.0,0.0,0.3812127236580517,0.0,0.176441351888668,0.0,0.0,0.3374751491053678,0.0,0.0,0.0,0.0,0.0,0.0,0.0059642147117296,0.0,0.0675944333996023,0.0268389662027833,2012,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,120,19,0,268,249,268,202,37,0,1,8,2,2,1,0.002053388090349,0.0,0.0,0.0,0.3100616016427104,0.002053388090349,0.108829568788501,0.0,0.0,0.4989733059548255,0.0,0.0,0.0,0.0,0.0,0.0,0.0123203285420944,0.0,0.055441478439425,0.0102669404517453,487,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
